sqft_living,price
2110,479000.0
2010,322200.0
3030,835000.0
1270,347000.0
1610,725000.0
1140,345000.0
2110,345950.0
1840,550000.0
1560,399950.0
1840,269500.0
1830,494000.0
2120,453000.0
1600,442500.0
1450,235000.0
1880,389800.0
1270,346000.0
1720,360000.0
2400,650000.0
1150,290000.0
870,234000.0
2000,260000.0
2420,349900.0
1080,275000.0
3420,725000.0
1870,375000.0
2500,806000.0
2150,470000.0
1470,490000.0
2130,615000.0
1000,249000.0
2390,396500.0
860,405000.0
1960,560000.0
2000,459950.0
1620,265000.0
2890,502000.0
1300,430000.0
1080,525000.0
2170,415000.0
2260,600000.0
1580,225000.0
2620,300000.0
1540,491234.0
4570,1580000.0
3440,905000.0
1740,199950.0
2160,450000.0
1480,899000.0
2260,649000.0
3910,780000.0
1700,400000.0
4470,831500.0
1800,471001.0
1630,385000.0
1030,326000.0
720,335000.0
1890,320000.0
1840,300000.0
2540,269950.0
3520,1220000.0
3220,590000.0
1820,750000.0
1230,239950.0
1340,215000.0
1200,165000.0
1390,261350.0
1730,569000.0
1580,425000.0
3520,800000.0
2650,715000.0
1310,337000.0
2300,560000.0
1780,449500.0
1980,660000.0
1300,685000.0
3500,905000.0
1830,403500.0
1520,405000.0
2700,385000.0
2810,1700000.0
1660,285000.0
1310,249900.0
2960,633634.0
2242,329900.0
2540,310000.0
1420,345000.0
1270,160797.0
1300,562500.0
3190,664950.0
2910,515000.0
1630,497000.0
2300,312891.0
3310,670000.0
940,362500.0
1020,402101.0
1520,438000.0
2330,687500.0
1010,160000.0
1070,415000.0
3170,405000.0
3030,880000.0
2270,585000.0
2341,640000.0
2130,819000.0
2300,520000.0
1660,367500.0
2610,762500.0
2150,300000.0
2410,625000.0
1580,530000.0
1740,379000.0
1270,615000.0
2550,660000.0
1860,380000.0
2700,314900.0
1460,324950.0
1330,225000.0
2070,535000.0
1360,348500.0
2650,725000.0
3580,925000.0
2034,549000.0
1230,400000.0
2450,620000.0
2840,665000.0
3820,1215000.0
2740,1157400.0
2090,349950.0
6390,2466350.0
2470,339000.0
1720,615000.0
3090,751000.0
2320,941000.0
1740,600000.0
2950,455000.0
4810,1295648.0
1500,485000.0
1810,358000.0
1100,339000.0
1490,258000.0
1200,455000.0
1890,437000.0
2200,689000.0
2510,319000.0
1420,510000.0
2000,440000.0
1460,1010000.0
3220,875000.0
1310,304000.0
690,139000.0
1150,464500.0
1480,336500.0
1850,230000.0
1930,425000.0
750,300000.0
1430,457500.0
1840,366000.0
1300,502000.0
1050,194000.0
2210,305000.0
3220,1250000.0
4620,575000.0
1760,343500.0
850,325000.0
4690,600000.0
3920,850000.0
2140,420000.0
1180,257500.0
2360,317000.0
3060,970000.0
1670,252000.0
1820,683500.0
1970,289000.0
930,355000.0
2300,675000.0
2590,396500.0
1450,362500.0
1540,395000.0
2730,599000.0
880,218000.0
3190,589950.0
1330,218000.0
1500,360000.0
740,350000.0
2560,350000.0
2540,845000.0
3200,839000.0
3330,850000.0
900,329950.0
1600,425000.0
970,210000.0
1130,631500.0
650,295000.0
2400,575000.0
2280,415000.0
3550,859000.0
2050,639888.0
830,329445.0
2440,745641.0
1600,395000.0
3190,790000.0
2550,890000.0
2180,400000.0
1410,365500.0
1410,245000.0
2340,390000.0
1320,196500.0
3990,1200000.0
1270,276900.0
4380,995000.0
4250,2300000.0
1860,505000.0
3770,1229000.0
1530,352000.0
3570,597326.0
1740,800000.0
1670,270000.0
1570,235000.0
1590,409900.0
2980,739900.0
2690,608000.0
900,381500.0
1440,562100.0
3000,740000.0
1640,308000.0
3100,905000.0
4000,762000.0
2020,356000.0
1840,750000.0
2100,418800.0
2460,276000.0
2610,725000.0
1460,285000.0
1050,205000.0
1790,583000.0
2180,657000.0
2050,386000.0
2790,589950.0
1700,575000.0
2380,574000.0
2000,690500.0
1670,565000.0
1190,500000.0
3040,330000.0
780,286000.0
2330,450000.0
2840,870000.0
2490,725000.0
770,275000.0
1850,645000.0
1090,152000.0
1780,315000.0
930,190000.0
2770,700000.0
1250,233000.0
1830,249000.0
870,310000.0
1150,265950.0
4500,860000.0
1150,200000.0
2000,402000.0
1900,305000.0
1640,505000.0
2680,1355000.0
2420,482000.0
1790,299950.0
3920,770000.0
1640,245700.0
890,283000.0
1910,650000.0
2140,530000.0
2030,440000.0
4225,1005000.0
2680,599990.0
2030,544000.0
5850,1700000.0
2060,270000.0
1060,435000.0
1010,349000.0
3310,1140000.0
2000,320000.0
3070,804100.0
1270,594000.0
3110,531500.0
2110,1150000.0
1400,374500.0
2310,450000.0
2700,744500.0
2370,913888.0
2760,760000.0
1610,346500.0
1230,280000.0
1900,557500.0
1580,260000.0
1940,1330000.0
1620,640000.0
1940,280000.0
1230,205000.0
3160,957000.0
2700,625000.0
1880,680000.0
890,150000.0
1720,255950.0
1620,246500.0
1380,450000.0
1870,595888.0
1970,454000.0
1110,299900.0
1190,200000.0
1150,346500.0
2890,585000.0
1500,383000.0
1950,519000.0
1250,410000.0
2070,578000.0
4660,1280000.0
1350,395000.0
1800,364000.0
1481,240000.0
1730,328423.0
2720,594000.0
2320,425000.0
1860,309620.0
2025,260000.0
1400,563500.0
2620,975000.0
2450,937000.0
1590,518500.0
2085,563500.0
3450,1050000.0
1780,350000.0
3060,826000.0
1700,225000.0
1330,235867.0
3060,399000.0
1220,177500.0
1600,224000.0
1530,302000.0
1980,760000.0
1730,460000.0
1170,415000.0
1950,669000.0
1470,254600.0
1400,357250.0
4040,910000.0
3110,725000.0
1490,670000.0
1770,440000.0
3320,1025000.0
950,320000.0
2430,310000.0
2660,772650.0
2670,669950.0
2720,690000.0
3200,385000.0
2480,663000.0
1780,300000.0
1590,225500.0
1550,320000.0
2850,775000.0
2600,805000.0
1230,252750.0
2080,254000.0
3600,620000.0
2110,435000.0
2550,460000.0
1650,268000.0
1370,446000.0
1010,285000.0
2330,530000.0
620,402000.0
2450,358000.0
2530,354950.0
2220,405000.0
2110,568000.0
3690,575000.0
1940,315000.0
2070,280927.0
2160,440000.0
2600,270000.0
2880,755000.0
2260,289659.0
3640,555000.0
1530,450000.0
2490,1145000.0
1440,495000.0
3760,1250000.0
1720,580000.0
2480,560000.0
3990,1080000.0
840,450000.0
2270,815000.0
2580,354000.0
1580,279900.0
950,339000.0
3190,1340000.0
3740,710000.0
2620,815000.0
2080,800000.0
1660,638000.0
1520,475580.0
1140,243800.0
3240,600000.0
2460,620000.0
1750,750000.0
2430,626000.0
1060,230000.0
2410,537000.0
720,210000.0
1260,200500.0
1640,253500.0
1310,150000.0
2120,440000.0
3320,667000.0
1210,660000.0
2590,695000.0
2250,440000.0
4040,1388000.0
1090,219500.0
1660,220000.0
1780,270000.0
3370,900000.0
4480,1990000.0
2990,800000.0
2280,365000.0
2480,1387800.0
2830,451000.0
920,202000.0
3250,1410000.0
1240,471000.0
3230,827000.0
2500,235000.0
1390,216500.0
1940,359000.0
1900,252500.0
2380,370000.0
1480,663000.0
3460,971971.0
1444,420000.0
1930,330675.0
1200,240000.0
1769,334888.0
2490,414000.0
3060,782900.0
3030,525000.0
2370,429900.0
1370,390000.0
1500,224000.0
1715,257500.0
1110,665000.0
2400,327000.0
1520,425000.0
3190,687500.0
2400,672500.0
1060,140000.0
1220,215500.0
2020,464900.0
2300,417000.0
2300,453000.0
1660,700000.0
3900,1619999.0
1650,259500.0
2110,460000.0
1960,561500.0
2770,641000.0
2440,330000.0
1320,447000.0
2570,320000.0
940,212700.0
700,260000.0
1400,410000.0
1890,355000.0
720,275500.0
2410,415000.0
1630,279000.0
2330,350000.0
1330,355000.0
3190,750000.0
1400,235000.0
970,209950.0
1010,230000.0
3580,725000.0
1050,430000.0
2500,661500.0
2630,738000.0
6640,1820000.0
910,221000.0
2610,665000.0
1720,255000.0
3650,1195000.0
2040,355000.0
3260,755000.0
1590,300000.0
1440,500000.0
900,191000.0
3120,315000.0
1060,415000.0
3000,394000.0
2230,490000.0
1890,523460.0
4150,550000.0
1780,342000.0
2710,560000.0
4390,1050000.0
1640,710000.0
1670,1020000.0
2570,399950.0
1500,480000.0
2710,410000.0
2860,530000.0
840,528000.0
2990,469900.0
1170,397000.0
1200,718500.0
1020,195000.0
910,285000.0
700,295000.0
2420,602000.0
1950,235000.0
3060,465000.0
1390,234000.0
1200,504200.0
2440,710000.0
2310,589500.0
2600,415000.0
1490,735000.0
2432,427000.0
3610,982000.0
2530,459000.0
2790,483453.0
1670,246950.0
1170,235000.0
1350,288790.0
1110,229800.0
1100,516500.0
2820,1600000.0
1040,234000.0
1910,230000.0
1370,300000.0
1500,470000.0
1200,339900.0
1050,650000.0
2670,585000.0
2190,699900.0
3130,598000.0
1700,475000.0
1700,314500.0
1360,397000.0
1610,345000.0
2130,325000.0
1800,265000.0
2950,402000.0
2120,835000.0
3500,780000.0
1440,250000.0
2120,1200000.0
1780,935000.0
960,300000.0
1510,419000.0
1010,410000.0
3790,1165000.0
3600,461000.0
1300,385000.0
2500,669500.0
2090,491950.0
2200,1230000.0
2070,560000.0
1320,370000.0
1360,263400.0
930,100000.0
1760,289950.0
1410,263000.0
2570,397500.0
1300,245000.0
1580,535000.0
2960,449000.0
2330,490000.0
2070,445800.0
970,345000.0
2310,327500.0
2290,436500.0
1720,550000.0
1190,441000.0
870,406500.0
1068,243000.0
2140,359500.0
3300,760000.0
4830,1925000.0
2820,408000.0
2440,480000.0
1800,875000.0
1010,308000.0
3220,880000.0
5000,1730000.0
1200,170000.0
1470,491500.0
2600,515000.0
2750,550000.0
1320,255000.0
3350,635000.0
2650,850000.0
1860,265000.0
960,349810.0
2010,972000.0
900,235000.0
2340,330000.0
3720,500000.0
1890,570000.0
2680,1309500.0
1460,544000.0
3180,439000.0
1980,530000.0
1090,427500.0
2230,337000.0
3330,1095000.0
1880,435000.0
2870,765000.0
2120,492650.0
2700,383962.0
3670,950000.0
1220,457000.0
4390,1510000.0
3560,882566.0
3530,963000.0
2280,345000.0
4350,2065000.0
3830,800000.0
2050,314500.0
3660,530000.0
3350,650000.0
1270,349500.0
3400,1198000.0
1200,165050.0
2200,580000.0
1680,330000.0
3840,875000.0
950,500000.0
2280,445000.0
1970,274900.0
1620,219950.0
2600,691500.0
1250,459500.0
2130,955500.0
2550,328950.0
1150,307000.0
1040,382500.0
3340,1150000.0
2630,1297000.0
1640,478000.0
770,260000.0
4350,850000.0
1700,616000.0
2050,540000.0
1660,300000.0
1990,507500.0
7050,3800000.0
1770,241000.0
2440,485000.0
2620,695000.0
2440,548000.0
1080,345000.0
1090,280000.0
1400,450000.0
2010,515000.0
1640,1014250.0
3290,739900.0
2510,600000.0
860,370000.0
2840,729032.0
1750,510000.0
1300,425000.0
3890,1080000.0
1460,337000.0
1410,563000.0
3770,1695000.0
1190,245000.0
1410,590000.0
2500,695000.0
800,402500.0
2530,435000.0
2570,660000.0
2090,300000.0
2980,600000.0
1170,205000.0
2080,357500.0
3350,1110000.0
1050,332888.0
900,174000.0
1050,515000.0
3740,392000.0
1430,485000.0
1400,217500.0
1600,502000.0
2880,820000.0
3140,1640000.0
820,102500.0
5190,925000.0
2180,540000.0
910,600000.0
1580,406000.0
2130,620000.0
4570,1060000.0
1240,401000.0
1860,725000.0
370,276000.0
3130,500000.0
2530,375000.0
3970,2300000.0
1920,260000.0
2970,1565000.0
2300,431000.0
1830,321000.0
1550,433000.0
4080,920000.0
1710,482000.0
2375,712000.0
2200,505000.0
3530,2367000.0
1110,452000.0
1630,581000.0
2550,952500.0
2500,808000.0
2890,476000.0
1420,535000.0
4270,1356925.0
2390,629800.0
2530,417838.0
2701,399895.0
3990,825000.0
2303,300000.0
1540,640000.0
1450,460000.0
1160,525000.0
2910,499990.0
3770,1020000.0
2900,675000.0
1540,512031.0
700,310000.0
3280,1075000.0
2430,255000.0
1900,435000.0
1660,453000.0
1620,260000.0
2090,659000.0
1110,223000.0
3760,851000.0
2080,605000.0
1950,895000.0
2570,519000.0
2330,535000.0
3700,489000.0
1920,250000.0
1900,580000.0
1440,1038000.0
2940,605000.0
2500,599950.0
2490,700000.0
1470,480000.0
2120,329950.0
1200,250000.0
2450,345000.0
1780,175000.0
1590,185000.0
2370,411000.0
1760,690000.0
1940,265000.0
3550,720000.0
2050,256000.0
1680,255000.0
1320,540000.0
1550,481015.0
2680,575000.0
2390,339950.0
2040,475000.0
2670,732000.0
1880,860000.0
2400,389000.0
2270,645000.0
1850,475000.0
2160,550000.0
2160,305000.0
1570,782000.0
1340,545000.0
3002,394500.0
2190,600000.0
2610,1300000.0
1010,300000.0
2105,330000.0
2430,723000.0
4040,2271150.0
2160,480000.0
900,496000.0
1820,625000.0
2100,475000.0
1520,275250.0
1310,253000.0
2190,630000.0
2950,660500.0
1870,262000.0
4660,2147500.0
1840,552000.0
3180,1411600.0
1500,736000.0
1730,355000.0
1580,305000.0
1540,484998.0
3390,1054690.0
830,334500.0
2620,475000.0
2242,309780.0
2890,795000.0
1450,274500.0
800,265050.0
2280,567500.0
3850,915000.0
2270,285000.0
2250,445838.0
2600,304900.0
2490,940000.0
3160,1127000.0
4930,835000.0
1440,290000.0
1770,250000.0
2300,342000.0
2980,1012000.0
2230,400000.0
1830,312500.0
1740,267000.0
1530,575000.0
1520,810000.0
3230,850000.0
3620,1015000.0
5070,1100000.0
1570,240000.0
2080,198000.0
2230,565000.0
3420,1195000.0
2790,340000.0
3150,815000.0
3930,1875000.0
2190,588000.0
1890,280500.0
1900,390000.0
1930,509000.0
3316,490600.0
1380,650000.0
2080,715000.0
1240,529950.0
1020,265000.0
2360,1755000.0
2780,1140000.0
2300,610000.0
2020,554729.0
1840,395000.0
1390,341000.0
2060,264500.0
2640,395000.0
1980,640000.0
1810,430000.0
1700,410000.0
1200,220000.0
2980,1625000.0
1350,405500.0
2360,633000.0
1190,295950.0
4110,1042031.0
2800,605000.0
920,255000.0
1530,474000.0
860,370000.0
1520,288000.0
660,100000.0
3580,1150000.0
3000,600000.0
2740,515000.0
2040,345000.0
2520,975000.0
2470,850000.0
1930,439990.0
2950,554950.0
2610,605000.0
1630,609000.0
1400,425000.0
1410,399900.0
4370,1025000.0
5010,2351956.0
2590,519995.0
1300,625000.0
2320,600000.0
2700,1200000.0
2920,1738000.0
3130,671000.0
1470,459500.0
1540,499000.0
3160,1280000.0
1480,395000.0
3595,861990.0
1190,382500.0
2340,404950.0
1320,530000.0
1190,195000.0
2350,747500.0
1100,199990.0
1660,548800.0
3040,870000.0
1860,588000.0
4100,775000.0
4050,670000.0
1240,445000.0
2200,300000.0
1680,480000.0
930,300000.0
1800,360000.0
3000,527000.0
1820,875000.0
1995,266000.0
3990,866000.0
800,335950.0
960,215000.0
2286,481000.0
2220,320000.0
1940,295000.0
1640,295000.0
1120,320000.0
2600,780000.0
1490,437500.0
1650,443000.0
2400,575000.0
1500,245000.0
1990,450000.0
1130,536000.0
2030,685000.0
1590,373000.0
1480,450000.0
2690,645000.0
3870,1275000.0
1390,230000.0
1830,593000.0
1580,558000.0
2590,538250.0
2510,475000.0
1180,209950.0
1450,410000.0
3110,1636000.0
2860,670000.0
2760,821000.0
2800,665000.0
1450,339000.0
2530,631500.0
1640,570000.0
2220,437000.0
2040,542500.0
1230,229500.0
1060,170500.0
1920,391500.0
1520,296475.0
3770,1450000.0
3540,888550.0
5430,1360000.0
2250,328000.0
2090,300000.0
1720,500000.0
1910,494815.0
1601,378000.0
1060,505000.0
2330,680000.0
2370,351999.0
1420,510000.0
2360,1300000.0
1260,374000.0
3030,509900.0
1140,230000.0
2820,527700.0
1270,438000.0
3180,900000.0
2790,1131000.0
2570,439000.0
1080,315000.0
3010,765000.0
2120,332000.0
1900,600000.0
2860,378500.0
910,190000.0
2850,645000.0
2560,780000.0
1570,370000.0
3110,875000.0
4740,1049000.0
1340,479000.0
2600,245000.0
1070,542000.0
1820,557500.0
1060,480000.0
2220,330000.0
1350,160000.0
2510,695500.0
2340,235500.0
1060,326500.0
2200,300000.0
1400,267000.0
1520,292600.0
1810,362000.0
2360,1087500.0
1210,357562.0
3420,789900.0
1810,513000.0
2760,336000.0
1950,560000.0
3830,1150000.0
2060,410000.0
1650,371500.0
2100,368000.0
3720,650000.0
1920,308950.0
1860,440000.0
2290,630000.0
1200,228950.0
5270,782000.0
1600,245000.0
2560,410000.0
880,427550.0
1020,235000.0
960,210000.0
1900,485000.0
1320,410000.0
2230,435000.0
1150,300000.0
3440,455000.0
1070,210000.0
2250,1050000.0
1910,458400.0
1180,390000.0
1400,148226.0
3580,711600.0
3176,819000.0
1170,613000.0
1570,592350.0
1460,232000.0
1140,250000.0
1150,115000.0
3180,1115000.0
2630,585000.0
1940,580000.0
850,165000.0
1550,430000.0
2090,383000.0
3960,1195000.0
1320,201500.0
3220,690000.0
800,325000.0
1660,375000.0
2250,600000.0
2120,340000.0
2310,890000.0
1920,415000.0
1550,255000.0
1785,530000.0
1830,468000.0
3500,970000.0
2560,599000.0
1360,399500.0
6500,2458000.0
3150,1205000.0
810,325000.0
7320,1135250.0
2790,568000.0
1920,517000.0
2530,469950.0
3490,1675000.0
4710,2180000.0
2050,623000.0
2410,720000.0
1180,205000.0
630,148000.0
3480,950000.0
1010,405000.0
1910,293000.0
2490,550000.0
2150,435000.0
3000,355000.0
2830,673000.0
2680,449990.0
1090,249000.0
1984,380000.0
3090,760005.0
2610,674600.0
3370,812000.0
2250,333490.0
1450,320000.0
3130,999000.0
2700,810000.0
1970,399950.0
1970,550000.0
1950,290000.0
1940,232500.0
3550,1355000.0
2500,565000.0
2910,749950.0
3350,720500.0
2140,507000.0
4030,989000.0
1980,463000.0
1460,310000.0
1880,284000.0
2320,737500.0
2220,569000.0
1410,700000.0
1240,660000.0
2030,275000.0
4000,570000.0
490,150000.0
1590,356000.0
2630,610000.0
1350,498800.0
990,226550.0
3710,692500.0
990,250000.0
2510,660000.0
800,295000.0
1600,154950.0
3320,409124.0
1730,287000.0
2000,810000.0
2910,525000.0
1710,525000.0
1200,275000.0
2600,583000.0
1460,237950.0
4260,1065000.0
2100,679000.0
4230,1465000.0
1660,410000.0
1450,306000.0
1860,215000.0
2720,594950.0
2920,1250000.0
1800,305000.0
1320,425000.0
1770,215000.0
2550,480000.0
2150,550000.0
3020,750000.0
960,137124.0
2783,840000.0
2250,624800.0
1710,630000.0
2650,590000.0
1830,599950.0
1460,299880.0
1760,400000.0
1960,560000.0
2010,229000.0
3670,525000.0
2290,737000.0
1780,680000.0
3080,635000.0
3360,740000.0
1370,335500.0
1660,270000.0
4440,1037000.0
2850,450000.0
1530,379000.0
2100,468000.0
730,321500.0
1920,443000.0
1600,340000.0
2380,470000.0
2760,545000.0
1840,415000.0
2580,599000.0
2100,759000.0
1820,300000.0
4830,1681000.0
1550,359000.0
1440,550000.0
930,395000.0
3560,486000.0
840,187000.0
4280,734950.0
1500,284000.0
3650,696000.0
780,380000.0
1600,625000.0
1120,252000.0
1010,560000.0
1970,395000.0
2230,900000.0
4290,2680000.0
3160,625000.0
1850,580000.0
1980,309000.0
3360,412000.0
2660,495000.0
1200,215000.0
2150,741500.0
2820,749000.0
3510,659950.0
1790,530000.0
2700,749000.0
5780,2321000.0
3730,595000.0
2540,487000.0
3300,760000.0
5430,1240000.0
2550,435000.0
1390,374950.0
1270,440000.0
2380,360000.0
3360,879000.0
6070,1550000.0
1240,505000.0
2930,545000.0
2410,600000.0
2980,775000.0
1950,725000.0
2600,610000.0
1170,350000.0
1470,410000.0
1840,639000.0
1560,439000.0
1520,499950.0
2220,800000.0
2800,350000.0
670,279000.0
1720,290256.0
2110,355000.0
1580,263000.0
2640,880000.0
2700,426500.0
2820,735000.0
3340,720000.0
1530,265000.0
3840,840000.0
2320,657500.0
2310,850000.0
1770,436110.0
3160,589900.0
1620,620000.0
1510,254000.0
960,375000.0
1740,455000.0
1470,445000.0
2460,568500.0
1170,352500.0
1210,342500.0
1870,299950.0
1950,425000.0
2570,561000.0
1460,455500.0
2970,400000.0
2040,443500.0
3240,1234582.0
3150,370000.0
1820,475000.0
2130,580000.0
1430,518000.0
2030,525000.0
2000,236000.0
1940,278500.0
880,205425.0
950,248000.0
1670,505000.0
2670,657500.0
2700,670000.0
590,202000.0
2160,440000.0
2700,690000.0
3206,375000.0
1560,291000.0
1400,230000.0
3090,850000.0
2630,84350.0
2190,12899000.0
2100,2110000.0
1120,2199900.0
3260,188000.0
1180,26590000.0
780,7800.0
2200,237227.857143
1340,117833.333333
1490,0.0
2800,744312.5
2600,0.0
3200,0.0
3480,0.0
3020,439333.333333
1970,280000.0
1500,0.0
3680,0.0
1570,176225.0
2280,500324.0
1600,444845.0
1680,330000.0
1890,292285.714286
520,160000.0
1780,274333.333333
2920,537500.0
2430,232333.333333
3010,237333.333333
1620,346750.0
2200,0.0
2950,1020000.0
2170,0.0
1770,254000.0
1830,238750.0
2380,268971.875
2550,642000.0
3720,571986.111111
4630,0.0
4430,0.0
1490,554250.0
5030,0.0
2180,0.0
1590,107500.0
1510,300000.0
4210,0.0
1640,540833.333333
1840,274750.0
1040,148612.5
1250,326428.571429
3690,0.0
1530,135333.333333
2110,577437.5
2150,440825.0
5340,195000.0
2420,257500.0
5010,692000.0
910,176400.0
2200,193000.0
3430,646212.5
1860,268971.875
3300,0.0
1280,317061.875
1490,83300.0
2880,0.0
1310,266066.666667
1980,342246.428571
2000,0.0
1860,0.0
1990,0.0
1720,240015.333333
1370,83300.0
4060,316850.0
1960,259585.571429
1720,328211.904762
2740,673476.818182
1360,0.0
1870,425000.0
720,127160.0
2180,341750.0
1430,178650.0
780,87500.0
1180,282508.888889
1300,450385.714286
4260,435000.0
2050,532500.0
2930,408900.0
1500,156766.666667
5960,452500.0
810,308830.769231
2320,484991.666667
1090,287919.782609
1000,247875.0
2260,309487.5
1290,173666.666667
2120,237481.25
1490,326983.333333
2310,790000.0
720,0.0
1840,678333.333333
2910,542804.75
3270,723243.75
3040,667781.25
1200,108333.333333
2740,0.0
2290,535000.0
2580,596165.428571
1590,269187.5
1040,148612.5
1300,0.0
2090,0.0
2670,341166.666667
1540,132500.0
3370,557125.0
1730,228944.444444
1640,592105.714286
2980,535000.0
1330,420642.857143
2192,132250.0
2068,237227.857143
1980,440825.0
1710,2560498.33333
890,423050.925926
4280,1337044.2
3080,315368.7
2070,417985.714286
3010,723243.75
2030,259950.0
4060,0.0
2340,237333.333333
2340,426090.0
1470,458663.888889
3700,812650.0
1200,135333.333333
2910,0.0
1910,0.0
2880,0.0
3240,0.0
1590,387884.615385
3690,437500.0
2480,641633.333333
2683,681965.78125
1100,229629.5
2080,0.0
2210,210614.285714
2420,790000.0
1240,435500.0
2300,738190.857143
1760,497333.333333
2020,300000.0
2500,1036200.0
760,163785.714286
1580,351250.0
2670,645325.0
1140,171224.8
3870,0.0
2750,540000.0
1570,233166.666667
1160,329333.333333
2110,225279.428571
1270,331366.666667
3250,460886.923077
940,337945.75
2310,0.0
1130,243069.230769
3020,0.0
3210,690408.62069
2650,592105.714286
1150,220083.333333
3910,280000.0
3490,297857.142857
3330,950833.333333
1940,323833.333333
1800,309000.0
1880,248400.0
2870,994500.0
1960,0.0
1810,0.0
1490,0.0
5230,0.0
3390,288500.0
880,379509.166667
2550,180785.714286
3160,950100.0
4550,0.0
3831,542500.0
1240,362750.0
2520,234975.0
2420,672500.0
1250,391400.0
1310,0.0
1410,198995.0
990,278900.0
1000,171758.333333
2000,325187.5
1120,190368.75
3370,375000.0
2210,216000.0
2640,0.0
1150,360500.0
2150,677099.565217
4230,405125.0
1570,289987.5
1630,264270.0
2770,602761.0
1750,251555.555556
1090,214750.0
930,258125.0
2100,0.0
2540,677099.565217
810,0.0
1520,0.0
690,167500.0
2370,471500.0
3500,0.0
840,464600.0
1830,132250.0
1370,433111.111111
2520,542500.0
2130,0.0
2590,368112.5
1820,673476.818182
1530,558653.846154
4080,0.0
1050,168333.333333
1954,268971.875
1530,318000.0
1660,550607.142857
3830,1288333.33333
1490,584000.0
1520,0.0
8020,0.0
2470,245000.0
870,287919.782609
2110,672500.0
1990,454790.0
1560,282508.888889
1740,473200.0
1290,406062.5
1700,282766.666667
1880,486445.833333
1890,486895.0
1620,430277.777778
770,229629.5
2890,0.0
1040,182805.0
2620,380680.555556
1880,396166.666667
2530,252980.0
2538,289373.307692
1610,210614.285714
1510,308166.666667
1460,534333.333333
3010,416904.166667
2090,203400.0
1490,220600.0
